,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,sub,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Eden Hazard,15,Chelsea,30,"M(CLR),FW",36,3007,5,2.4,48.6,84.2,0.5,3.2,0.1,7.81,0,16,3,0,2.1,0.6,13,4,2.8,0.2,1.7,2,0.5,0.8,0.5,0,0.1,0.4,0,0
1,Alexis Sánchez,13,Arsenal,32,"M(CLR),FW",36,3224,10,2.1,43.3,73.6,0.4,2,0.2,7.76,2,24,6,0,3.4,0.4,10,2.9,1.8,0.7,3.4,2.5,1.4,0.7,1.3,0,0.1,0.7,0,0
2,Paul Pogba,32,Man Utd,28,M(CL),29,2610,4,1.9,72.6,85.1,0.2,5.4,0.4,7.72,1,5,7,0,3.1,2.8,4,2.4,2.4,0.1,1.8,2.6,1.8,1,2.1,0.1,1.4,1,0.1,0
3,Harry Kane,30,Tottenham,28,"AM(C),FW",29,2536,7,1.4,19.9,71.7,0.2,0.6,0,7.68,1,29,3,0,3.7,1.5,7,1.3,1.5,0.6,1.6,2.8,0.7,0.1,0.8,0,0.7,0.3,0,0
4,Philippe Coutinho,26,Liverpool,29,M(CLR),28,2245,7,2.1,45.2,83.9,1.2,2.3,0.2,7.56,3,13,2,0,3.4,0.2,8,2.3,1.2,0.1,1.8,1.8,1.1,0.6,0.6,0,0.2,1.5,0,0
5,Kevin De Bruyne,167,Man City,30,"M(CLR),FW",33,2885,18,2.9,50.1,82,2.3,2.3,0.4,7.55,3,6,4,0,2.4,0.4,9,1.4,1.1,0.1,1.3,1.6,1.4,0.6,1,0,0.2,1.8,0,0
6,Roberto Firmino,26,Liverpool,30,"M(CLR),FW",34,3069,7,2.2,44.1,79.4,0.3,0.9,0.1,7.54,1,11,5,0,2.9,1.8,5,2,0.9,0.5,2.3,2.3,1.7,0.7,1.5,0,0.4,1.5,0.1,0
7,Christian Eriksen,30,Tottenham,29,M(CLR),36,3167,15,3.1,54.9,80.2,1.5,3,0.2,7.53,0,8,0,0,3.7,0.6,7,0.8,0.7,0.1,1.4,1.5,1.3,0.6,0.6,0,0.6,1.3,0,0
8,Sadio Mané,26,Liverpool,29,"AM(CLR),FW",26,2248,5,1.6,37.8,77.5,0.3,0.9,0,7.51,1,13,4,0,2.1,1.6,2,2.5,2,0.5,2.7,2.2,0.9,0.3,1.2,0,0.4,0.7,0,0
9,Romelu Lukaku,31,Everton,28,"AM(R),FW",36,3267,6,1.3,26.1,65.5,0.2,0.5,0.1,7.50,1,25,3,0,3,3.7,6,1.7,0.9,1,2.4,2.1,0.2,0,0.9,0,0.7,0.4,0.1,0
10,Nicolás Otamendi,167,Man City,33,D(C),29,2592,1,0.2,64.9,88.2,0,2.7,0,7.49,1,1,9,0,0.5,3.9,2,0.4,0.9,0,0.2,0.4,2.3,2.7,1,0.9,6.3,0.6,0.5,0
11,Virgil van Dijk,18,Southampton,30,D(C),21,1854,0,0.3,46.7,84.2,0,4.6,0,7.43,0,1,3,1,0.8,4.7,3,0.4,0.8,0,0.1,0.2,1.9,2.6,0.9,0.2,6.8,0.3,0.7,0
12,Marcos Alonso,15,Chelsea,30,"D(CL),M(L)",30,2694,3,0.8,40.3,77.8,0.5,1.7,0.1,7.41,1,6,2,0,1.5,2.4,1,0.7,0.6,0.1,1,1.2,1.9,1.5,0.8,0.1,2.5,0.8,0.2,0
13,Zlatan Ibrahimovic,32,Man Utd,40,FW,27,2437,5,1.7,37.3,73.6,0.1,1.4,0.3,7.41,1,17,7,0,4.1,3,5,0.6,0.7,1.3,1.4,2,0.4,0.4,1.9,0,0.8,0.5,0,0
14,Diego Costa,15,Chelsea,33,FW,35,3090,7,1.2,29.5,75.2,0,0.8,0.2,7.41,0,20,10,0,3.2,1.3,5,1.6,2.6,0.7,3.4,3.1,0.5,0.2,1.2,0,1.1,0.5,0.1,0
15,Wilfried Zaha,162,Crystal Palace,28,"AM(LR),FW",34,3025,9,1.1,19.9,79.9,0.7,0.5,0.1,7.38,1,7,8,0,1.4,0.4,4,4.1,3.5,0.2,3.7,3.3,2.1,1,1.6,0,0.3,1.2,0,0
16,Christian Benteke,162,Crystal Palace,30,FW,36,3138,2,0.9,25.6,59.6,0,0.5,0,7.36,0,15,10,0,2.9,9,7,0.8,1.3,1,1.8,2.6,0.3,0.2,2.3,0,1.3,0.4,0,0
17,Ander Herrera,32,Man Utd,32,M(C),27,2467,6,1.2,67.4,87.6,0.6,3.7,0.2,7.36,4,1,5,1,1.2,0.9,5,1,1.5,0,0.6,0.6,2.7,2.6,1.5,0,1.6,2.1,0.2,0
18,Shkodran Mustafi,13,Arsenal,29,D(CR),26,2275,2,0.3,60.1,82.7,0.2,2.1,0,7.35,0,2,11,0,0.9,3.9,2,0.6,0.6,0,0.2,0.3,2.2,2.5,1.3,1.2,5,0.8,0.2,0
19,Dele Alli,30,Tottenham,25,"M(CL),FW",35,3045,7,1.4,35.9,80.7,0,1.6,0.1,7.35,2,18,4,0,2.5,0.4,2,1.4,2.1,0.3,2.1,2.2,1.4,0.3,1.4,0.1,0.5,1.2,0,0
20,Sergio Agüero,167,Man City,33,"AM(CL),FW",25,2407,3,1,24.9,82.4,0.1,0.5,0.1,7.33,6,20,4,1,4.5,0.2,6,2.5,1.1,0.7,2.2,2.5,0.6,0.1,0.7,0,0,0.6,0,0
21,Jordan Henderson,26,Liverpool,31,"D(C),M(CLR)",24,2118,4,1.3,85.7,85.9,0.7,6.9,0.1,7.30,0,1,8,0,0.7,1.1,2,0.2,0.7,0,0.5,0.4,3.7,1.7,1.2,0,1.7,1.6,0.1,0
22,Mesut Özil,13,Arsenal,33,M(CLR),32,2848,9,3,63.9,86.6,1.8,1.7,0.1,7.30,1,8,2,0,1.2,0.2,4,1,1,0.6,1.2,1.9,0.8,0.5,0.4,0,0.3,0.8,0,0
23,Aleksandar Kolarov,167,Man City,35,"D(CL),M(L)",27,2533,1,0.5,64.1,84.5,0.4,4.2,0,7.30,2,1,6,0,1.1,2.9,2,0.8,1.3,0,0.2,0.6,1.6,1.6,1.2,0.6,5.4,0.6,0.3,1
24,Jan Vertonghen,30,Tottenham,34,D(CL),33,2897,0,0.2,62.2,85.3,0,5.1,0,7.28,0,0,5,0,0.4,3.2,1,0.8,0.6,0,0.3,0.4,1.3,1.3,0.6,0.7,7,0.3,0.6,0
25,David Silva,167,Man City,35,M(CLR),31,2768,7,2.4,61,87.2,1.1,1.5,0.3,7.28,3,4,6,0,1.4,0.5,1,1.4,1.6,0.1,1.6,1.1,1.3,0.5,0.9,0,0.6,1.2,0.1,0
26,James Milner,26,Liverpool,35,"D(LR),M(CLR)",36,3160,3,1.6,60.2,79.7,1.5,3.6,0.1,7.26,0,7,5,0,1,1.6,2,0.9,0.6,0.1,0.6,0.9,2.6,1.2,1.1,0.3,2.8,1.4,0.1,0
27,Michail Antonio,29,West Ham,31,"D(R),M(CLR),FW",29,2440,3,1.1,22,73,0.8,1,0.1,7.25,0,9,4,1,2.7,2,3,2.6,1.7,0.7,1.9,2.4,1.1,1,1.1,0.2,1.3,0.7,0.1,0
28,Gylfi Sigurdsson,259,Swansea,32,"M(CLR),FW",37,3329,13,2.1,27.4,77,2.3,0.9,0.1,7.25,1,9,2,0,3.1,0.2,4,0.8,0.9,0,1.1,2.1,1.2,0.9,0.5,0,0.6,0.8,0.1,0
29,Laurent Koscielny,13,Arsenal,36,D(C),33,2824,0,0.1,50.5,87.9,0,2.2,0,7.25,0,2,4,1,0.3,3.5,1,0.1,0.8,0.1,0,0.4,1.5,2.7,0.6,1,6.1,0.6,0.7,0
30,Antonio Valencia,32,Man Utd,36,"D(R),M(R)",27,2483,3,1.1,48.9,85.8,1.5,1.8,0,7.24,1,1,5,0,0.3,0.8,0,1.3,0.6,0.3,0.5,0.8,2.4,1.5,1.2,0.1,2.1,0.4,0.3,0
31,Idrissa Gueye,31,Everton,32,M(C),32,2688,1,0.8,57.1,86.3,0.1,2.9,0,7.23,1,1,11,0,0.8,1,2,0.8,1.6,0,1.1,0.8,4.1,2.5,1.5,0,1.2,1.5,0.3,0
32,Eric Bailly,32,Man Utd,27,D(CR),24,2060,0,0,35,85.5,0,2.4,0,7.23,1,0,4,0,0.2,1.5,0,0.6,1,0,0.3,0.6,2.4,2.4,1.1,0.8,5,0.5,0.6,0
33,N'Golo Kanté,15,Chelsea,30,DMC,35,3139,1,0.6,60.6,88.8,0,3.9,0.1,7.23,0,1,9,0,0.8,0.5,1,1,0.4,0,0.8,1.3,3.6,2.4,1.5,0.1,1.2,1.3,0.1,0
34,Daley Blind,32,Man Utd,31,"D(CL),DMC,M(L)",20,1830,2,1.2,45.2,85.9,1,2.9,0,7.23,3,1,2,0,0.4,1.1,0,0.3,0.6,0,0.2,0.3,2,1.9,0.6,0.2,4.7,0.7,0.4,0
35,Victor Moses,15,Chelsea,30,M(CLR),29,2498,2,0.8,29.7,79.2,0.5,0.9,0,7.22,5,3,4,0,1.3,1,0,1.6,0.9,0.1,0.9,0.5,1.4,1.2,0.8,0.1,1.4,0.6,0.2,0
36,Victor Wanyama,30,Tottenham,30,DMC,35,3016,1,0.9,54.8,87.5,0.1,3.3,0,7.21,1,4,10,0,1.1,1.7,2,1.4,1,0,0.9,0.9,2.5,1.1,1.8,0,1.9,1.1,0.3,0
37,César Azpilicueta,15,Chelsea,32,"D(CLR),M(R)",38,3420,4,0.6,64.7,87.3,0.2,3,0.1,7.21,0,1,4,0,0.5,2.1,4,0.3,0.6,0.1,0.2,0.3,2.2,1.9,0.7,0.4,3.1,0.9,0.2,0
38,Kyle Walker,30,Tottenham,31,"D(CR),M(R)",31,2704,5,1.2,44.4,79.8,0.4,3.4,0,7.20,2,0,8,0,0.6,1.8,2,1.1,1,0.1,0.8,0.8,2.2,1.2,1.1,0.5,2.8,0.5,0.2,0
39,Steve Cook,183,Bournemouth,30,D(C),38,3420,0,0.1,45.2,82,0,4.4,0,7.18,0,2,5,0,0.8,3.8,2,0.5,0.4,0,0.1,0.4,1.2,2,0.4,0.7,9.3,0.4,1,1
40,Mousa Dembélé,30,Tottenham,34,M(CR),24,2066,1,0.8,49.3,92,0.1,1.9,0.1,7.18,6,1,5,0,0.5,0.8,2,2.6,0.7,0,1.7,0.7,2.1,0.8,1.5,0,0.7,0.7,0.2,0
41,Yaya Touré,167,Man City,38,M(C),22,1947,0,0.8,71.9,89.8,0,3.9,0.1,7.17,3,5,4,0,1.3,1.6,2,1.1,0.4,0,1,0.8,1.7,0.6,1,0,1.6,1.1,0.2,0
42,Fernandinho,167,Man City,36,"D(CR),DMC",31,2755,1,1,68.1,86.6,0.2,3.3,0.1,7.16,1,2,4,2,1.1,1.6,1,0.9,1.1,0,1,0.8,2.5,2,1.5,0.2,1.9,1.8,0.2,0
43,David Luiz,15,Chelsea,34,"D(C),DMC",33,2956,0,0.3,47.6,83.6,0.1,4.8,0.1,7.16,0,1,6,0,0.9,1.8,1,0.4,0.9,0.1,0.2,0.5,1.3,1.9,0.9,0.5,5.2,0.4,0.4,0
44,Marcos Rojo,32,Man Utd,31,D(CL),18,1661,0,0.2,45.3,86,0.1,3.2,0,7.16,3,1,5,0,0.7,2.2,0,0.5,0.5,0,0.1,0.2,1.4,1.6,1.1,0.2,6.8,0.5,0.3,0
45,Ross Barkley,31,Everton,27,M(CLR),32,2909,8,2.3,45.9,82.5,0.8,3.1,0.1,7.15,4,5,5,0,2.4,1.2,1,1.7,1,0.2,2.7,2.1,0.8,0.3,1.4,0,1,1,0.2,0
46,Oriol Romeu,18,Southampton,30,DMC,35,3072,0,0.5,59.1,84.2,0.1,2.8,0,7.15,0,1,11,0,0.8,2.1,1,0.8,1,0,0.8,0.7,3.3,2.5,1.9,0.1,1.9,1.7,0.4,0
47,Son Heung-Min,30,Tottenham,29,"M(CLR),FW",23,2070,6,1.3,22.8,81.2,0.4,0.6,0,7.14,11,14,2,0,2.4,0.3,3,1.4,0.9,0.6,1.8,1.6,0.6,0.2,0.3,0,0.2,0.6,0,0
48,Ben Mee,184,Burnley,32,D(CL),34,3016,0,0.2,33.6,73.3,0,4.1,0,7.14,0,1,5,0,0.5,3.7,2,0,0.8,0,0.1,0.2,1.4,2.1,0.7,0.4,8.8,0.5,1.4,2
49,Pedro,15,Chelsea,34,M(CLR),26,2151,9,1.2,27,82.7,0.3,0.9,0.1,7.13,9,9,6,0,1.7,0.2,0,1.6,1.1,0.2,1.2,1.4,1.4,0.6,0.9,0,0.3,0.9,0,0
50,Phil Jagielka,31,Everton,39,D(CR),25,2251,2,0.2,45.1,82.8,0,5.4,0,7.13,2,3,4,1,0.5,3.3,2,0.1,1,0,0.1,0.2,1.6,1.5,0.5,0.3,7.7,0.3,0.9,0
51,Dejan Lovren,26,Liverpool,32,D(C),29,2555,1,0.3,69,86.6,0,4.8,0,7.13,0,2,6,0,0.5,3.6,0,0,0.7,0,0.1,0.2,1.4,1.6,0.9,1.1,6.3,0.6,0.6,0
52,Michael Keane,184,Burnley,28,D(CR),35,3150,1,0.2,32.2,72.8,0,3.6,0,7.13,0,2,4,0,0.7,4.3,2,0.1,0.3,0,0.2,0.3,0.8,1.8,0.4,0.7,7.4,0.3,1.3,0
53,Ben Davies,30,Tottenham,28,"D(CL),M(L)",18,1735,3,1.3,45.7,79.3,0.8,2,0,7.12,5,1,1,0,0.6,2.1,0,0.3,1.1,0.1,0.4,0.4,1.7,0.5,0.6,0.3,3.4,0.6,0.3,0
54,Séamus Coleman,31,Everton,33,"D(CR),M(R)",26,2317,3,0.7,35.4,77.9,0.7,2,0,7.12,0,4,3,0,0.7,0.8,2,1.2,1,0.2,1.2,1.2,2.1,1.1,0.7,0.2,2.6,0.7,0.7,0
55,Manuel Lanzini,29,West Ham,28,M(CLR),31,2716,2,1.6,45.2,87.3,0.6,1.3,0.1,7.11,4,8,9,0,2,0.1,3,2.5,1.1,0.2,1.1,1.7,1.3,1.3,0.6,0,0.3,1.1,0,0
56,Geoff Cameron,96,Stoke,36,"D(CLR),DMC",18,1628,1,0.5,41.4,74.5,0.2,2.4,0,7.11,1,0,1,0,0.6,2.9,1,1.4,0.9,0.1,0.9,1.1,2.5,1.7,0.9,0.1,2.5,0.9,0.7,0
57,Gareth McAuley,175,West Brom,41,D(C),36,3143,1,0.1,20.6,65.9,0.1,3,0,7.11,0,6,5,0,0.4,3.1,1,0.5,0.3,0,0.1,0.2,1.4,2,0.8,0.4,6.3,0.5,0.9,1
58,Joel Matip,26,Liverpool,30,D(C),27,2456,0,0.3,58.6,87.2,0,3.2,0,7.11,2,1,3,0,0.9,2.2,0,0.3,0.4,0,0.1,0.2,1.6,1.6,0.5,0.9,5.3,0.2,0.4,0
59,Adam Lallana,26,Liverpool,33,AM(CLR),27,2350,7,1.4,45.4,84.3,0.3,0.9,0.1,7.10,4,8,3,0,1.6,0.7,1,1.1,1,0.4,1.7,1.6,1.6,0.6,0.5,0,0.7,1.3,0.1,0
60,Joshua King,183,Bournemouth,29,"AM(CLR),FW",31,2721,2,0.8,19.9,79.6,0.3,0.3,0.1,7.08,5,16,1,0,1.9,1.1,3,2.1,1.2,0.1,2.5,2.8,1.4,0.5,1.6,0,1.1,0.7,0.2,0
61,Winston Reid,29,West Ham,33,D(C),30,2590,2,0.3,32.8,80.8,0,3.5,0,7.08,0,2,8,1,0.4,1.9,0,0.3,1.2,0,0.1,0.2,1.1,2.7,1,0.6,8.1,0.6,0.8,0
62,Harry Maguire,214,Hull,28,D(C),25,2307,2,0.4,40.8,76.2,0.1,3.5,0,7.07,4,2,5,0,1.2,2.4,3,1,1.2,0.1,0.3,0.6,1.9,2.2,0.8,0.7,4.9,0.6,0.9,0
63,Gary Cahill,15,Chelsea,35,D(C),36,3296,0,0.1,50,88.4,0,3,0,7.06,1,6,5,0,0.6,2.5,1,0.1,0.6,0.1,0.2,0.5,1.4,1.2,0.9,0.6,4.5,0.2,0.5,1
64,Andros Townsend,162,Crystal Palace,30,"AM(LR),FW",30,2529,4,1.4,19,75.2,1.6,0.4,0,7.06,6,3,4,0,1.6,0.1,4,1.9,1,0.1,2.2,1.7,2.1,1.2,0.5,0,0.5,1.5,0.1,0
65,Leroy Sané,167,Man City,25,"M(CLR),FW",20,1788,3,1.3,26.6,81.3,0.3,0.3,0,7.06,6,5,4,0,1.3,0.7,1,2,0.7,0.5,1.7,2,1.3,0.6,0.5,0,0.2,0.7,0,0
66,Emre Can,26,Liverpool,27,"D(CLR),DMC",26,2368,2,1,51.8,81.6,0.1,3.3,0.1,7.05,6,5,6,0,1.4,2.1,3,0.7,0.9,0.1,0.8,1,2.1,1,2.2,0,1.6,1,0.1,0
67,Calum Chambers,21,Middlesbrough,26,"D(CR),DMC",24,2160,1,0.3,43,78,0.2,3.3,0,7.05,0,1,4,0,0.3,2.6,1,0.4,0.4,0,0.5,0.5,2,2.1,1,0.6,7.3,0.8,1,0
68,Cesc Fàbregas,15,Chelsea,34,"M(CL),FW",13,1328,12,2.1,45.7,84.5,0.7,3.3,0.2,7.05,16,5,8,0,0.9,0.3,3,0.4,0.6,0,0.3,0.3,1,0.6,0.8,0,0.6,0.8,0.1,0
69,Raheem Sterling,167,Man City,26,"M(CLR),FW",29,2517,6,1.4,31.4,80.4,0.2,0.3,0,7.05,4,7,7,0,1.9,0.4,4,2.4,1.6,0.5,2.6,1.8,0.7,0.5,1.1,0,0.1,1,0,0
70,Christian Fuchs,14,Leicester,35,"D(CL),M(L)",35,3104,4,1.1,35.9,72.3,0.7,2.7,0,7.05,1,2,10,0,0.6,1.9,2,0.4,0.2,0,0.3,0.6,2.7,2,0.8,0.3,4,1.4,0.4,0
71,Jordan Pickford,16,Sunderland,27,GK,29,2610,0,0.1,32.9,46.2,0,11.4,0,7.04,0,0,0,0,0,0.4,3,0,0.2,0,0,0.1,0,0.1,0,0,1.2,0,0,0
72,Ashley Williams,31,Everton,37,D(C),35,3159,3,0.3,47.8,82,0,4.6,0,7.04,1,1,7,1,0.4,2.3,1,0.1,0.4,0.1,0.1,0.2,1.5,1.6,1.1,0.4,7.9,0.6,0.8,0
73,Cheikhou Kouyaté,29,West Ham,31,"D(CR),DMC",31,2728,0,0.3,34.5,83.4,0.1,1.4,0,7.04,0,1,3,0,0.7,2.5,1,0.8,1.2,0.1,0.6,1,2.5,2.5,1.4,0.2,3.6,0.7,0.2,0
74,Adama Traoré,21,Middlesbrough,25,"M(CLR),FW",16,1537,1,0.7,13.7,69.9,0.6,0.4,0,7.03,11,0,1,0,0.4,0.6,2,5,1.6,0,1.9,2.1,1.1,0.2,0.7,0,0.2,0.4,0.1,0
75,Maya Yoshida,18,Southampton,33,D(CR),23,2070,0,0.2,49,86,0,1.9,0,7.03,0,1,2,0,0.7,3.3,0,0,0.9,0,0.2,0.5,1.3,2,0.8,0.4,6.3,0.1,0.6,0
76,Matt Phillips,175,West Brom,30,"M(CLR),FW",26,2194,8,1.3,18,67.3,1.2,0.6,0,7.03,1,4,2,0,1.7,1.4,4,2,0.3,0.1,2.3,1.8,0.8,0.7,0.4,0,0.9,0.7,0.1,0
77,Matthew Lowton,184,Burnley,32,"D(LR),M(R)",36,3240,2,0.8,30.2,66.7,0.7,3.2,0,7.02,0,0,9,0,0.2,1.5,1,0.7,0.6,0,0.4,0.8,2.8,1.8,0.9,0.2,4.9,1.1,0.8,0
78,Nemanja Matic,15,Chelsea,33,DMC,30,2697,7,0.7,53.3,87.7,0,4,0.1,7.01,5,1,4,0,0.6,1.1,1,0.8,0.7,0,1,0.9,1.5,1.4,0.9,0.1,1.3,0.8,0.3,0
79,Robert Snodgrass,214,Hull,34,M(CLR),19,1712,3,2.3,35.5,82.9,1.8,1.4,0.1,7.01,1,7,2,0,2,0.8,3,1,1.9,0.3,1.7,1.4,1.3,0.5,1.6,0,0.7,2,0.1,0
80,Toby Alderweireld,30,Tottenham,32,D(CR),30,2604,0,0.2,50.7,83.2,0,7.1,0,7.00,0,1,1,0,0.9,1.4,1,0.1,0.2,0,0,0.2,1.4,0.9,0.3,0.9,5.4,0.5,0.7,0
81,Alex Oxlade Chamberlain,13,Arsenal,28,M(CLR),16,1563,7,1.1,26.7,82.2,0.5,1.3,0.1,6.99,13,2,1,0,1,0.5,1,2.1,0.6,0,1,0.9,1.3,0.4,1,0,0.8,0.6,0.1,0
82,Joel Robles,31,Everton,31,GK,19,1736,1,0.1,28.5,50.9,0,8.1,0,6.99,1,0,2,0,0,0.2,0,0.1,0.2,0,0,0,0.1,0,0.1,0,0.8,0,0,0
83,Alfie Mawson,259,Swansea,27,D(C),27,2430,0,0.1,45.1,82.9,0,6,0,6.99,0,4,1,0,0.9,3.1,2,0.7,0.7,0,0.1,0.3,1,1.1,0.4,0.6,6.2,0.6,1,2
84,George Friend,21,Middlesbrough,34,"D(CL),M(L)",20,1960,2,0.5,32.5,77.2,0.2,1.9,0,6.99,4,0,4,0,0.6,2,0,1.5,1,0,0.7,1.1,2.6,2.3,1.2,0.4,3.3,0.9,0.5,0
85,Theo Walcott,13,Arsenal,32,"M(CLR),FW",23,1925,2,0.5,19.3,75.3,0.3,0.2,0.1,6.99,5,10,1,0,2.2,0.8,1,1.5,1,0.6,1.4,2,1.3,0.5,0.5,0,0.5,0.6,0,0
86,Leighton Baines,31,Everton,36,"D(L),M(L)",32,2822,3,1.4,40.9,81.5,1,2.4,0,6.99,0,2,4,0,0.5,0.8,2,0.4,0.9,0,0.4,0.2,2,1.4,1.1,0.1,2,0.8,0.2,0
87,Juan Mata,32,Man Utd,33,AM(CLR),19,1628,3,1.8,39.6,89.7,1,1.8,0.1,6.98,6,6,3,0,1.6,0.2,1,0.6,0.6,0.4,0.6,0.7,0.8,0.4,0.4,0,0.3,0.9,0,1
88,Fernando Llorente,259,Swansea,36,FW,28,2454,1,0.8,27.3,66.4,0.1,0.5,0,6.98,5,15,2,0,1.6,4.7,4,0.3,0.9,0.4,1.6,1.9,0.5,0.1,1.5,0,1.1,0.5,0.1,0
89,Gaël Clichy,167,Man City,36,D(L),24,2125,0,0.6,58.2,85.2,0.3,1.8,0,6.98,1,1,2,0,0.1,1.2,0,0.4,0.3,0,0.3,0.3,1.8,2.1,0.5,0.5,3.4,1,0.1,0
90,Nacho Monreal,13,Arsenal,35,"D(CL),M(L)",35,3153,2,0.3,48.7,85.6,0.2,1.1,0,6.98,1,0,5,0,0.3,1.6,0,0.4,1,0.2,0.5,0.4,2.5,2.5,0.9,0.2,2.8,1.4,0.3,0
91,Jonny Evans,175,West Brom,33,D(CL),30,2638,1,0.3,30.4,80.3,0.1,2.5,0,6.97,1,2,8,0,0.3,1.5,1,0.7,0.9,0,0.3,0.4,1.4,2.4,1,0.3,4.9,0.6,0.6,0
